id,text,difficulty,topics,llm_usefulness,usefulness
13270160,The warmth of love comforts us in moments of sorrow.,C1,"emotions,free time",6.0,7.0
681973,Will you rub my shoulders?,C1,requests,6.0,6.0
11116364,I live in my newly restored mansion.,C1,"free time,hobbies",6.0,7.0
8257760,It's not through inventions but through improvements that fortunes are made.,C1,"money,work",6.0,7.0
33747,"When Hawking graduated from college in 1962, he began studying for a Ph.D. in physics.",C1,"school,work",6.0,8.0
12945529,Have you had tandoori tofu?,C1,food,6.0,7.0
2518537,The two squirrels chased each other around the trunk of a large tree.,C1,"animals,plants",6.0,7.0
326376,The corridor was so crowded that we couldn't walk.,C1,"travel,emotions",6.0,7.0
13241497,I tend to get jittery before presentations.,C1,"emotions,school",6.0,7.0
665825,"When it lightly rains like that, I wish to go for a walk in a park.",C1,"weather,free time",6.0,7.0
12926664,He raced around the city in a limousine.,C1,"travel,money",6.0,8.0
11617629,Elias slipped inside the barn.,C1,"animals,work",6.0,3.0
11602841,"William sat down, sipped his beer and casually watched the show.",C1,"food,free time",6.0,8.0
12847517,She harvested oranges from that tree.,C1,"plants,food",5.0,8.0
1242436,"If the first chapter is any indication, this book has the makings of a best seller.",C1,books,5.0,8.0
3579613,The coin toss decides who will kick off the match.,C1,sports,5.0,7.0
11815858,There are species of dung beetles that are only active at night.,C1,animals,5.0,6.0
11596410,No good deed goes unnoticed.,C1,negation,5.0,7.0
11654968,"I poured some milk into a glass, and I drank it.",C1,food,5.0,8.0
11521227,Chickpeas are so versatile.,C1,food,5.0,6.0
12244896,"There were potatoes, sausage, and cheese.",C1,food,5.0,7.0
53700,Jet planes fly much faster than propeller planes.,C1,travel,5.0,7.0
8529747,This towel feels sticky.,C1,feelings,5.0,6.0
896208,Add the sugar and vanilla to the cream and beat vigorously until the cream thickens.,C1,food,5.0,7.0
8987963,The sea urchin was too pointy to pick up.,C1,"animals,food",5.0,7.0
12699384,"When making gravy, be careful with your coriander.",C1,"food,plants",5.0,6.0
12228388,I'm a little absent-minded.,C1,emotions,5.0,7.0
8859046,Greta downed the beer in one swig.,C1,"food,emotions",5.0,7.0
9762590,Skura and Nuja unclenched their fists.,C1,"emotions,sports",5.0,6.0
45625,The twins were so alike that it was difficult to tell them apart.,C1,"school,emotions",5.0,7.0
275047,The sun soon emerged from behind the clouds.,C1,"weather,time",5.0,7.0
1769362,Was the soup tasty?,C1,"food,emotions",5.0,7.0
4529131,The picnic area is easily accessible by road.,C1,"travel,school",5.0,7.0
8982096,The patient complains of frequent headaches.,C1,"emotions,health",5.0,6.0
8770931,"A boa is very dangerous, and an elephant is very bulky.",C1,"animals,danger",5.0,5.0
13112362,She owns a flock of sheep.,C1,"animals,work",5.0,7.0
11798011,Boris's cabin was really isolated.,C1,"home,travel",5.0,7.0
10581024,The observatory was released at an altitude of approximately 75 miles (120 kilometers).,C1,"travel,free time",5.0,5.0
2268126,The firemen localized the fire.,C1,work,5.0,7.0
7741323,"She smiled at his tales, for she knew all about the bottom of the sea much better than any one else.",C1,emotions,5.0,4.0
327834,"If it's badly insulated, it won't warm up regardless of how much heating you use.",C1,plants,5.0,6.0
3826315,Tom framed the photograph and hung it over the bed.,C1,free time,5.0,8.0
7246786,Layla has been to nail salons before.,C1,free time,5.0,7.0
268048,The boy was engrossed in constructing a model plane.,C1,"hobbies,free time",5.0,7.0
8379175,Is this costume a rental?,C1,money,5.0,6.0
4415175,"I used to consider this piece rather mediocre, but it's grown on me since then, and now I find it quite enjoyable to listen to.",C1,"music,free time",5.0,6.0
304639,He acquitted himself admirably at the track meet.,C1,sports,5.0,7.0
317087,She practiced typing every day.,C1,"hobbies,time",5.0,7.0
4761269,"Last month, we collected five liters of rainwater.",C1,weather,5.0,8.0
10836315,"Tortoise goes slowly, but he arrives at the barrel while Roe Deer is sleeping.",C1,animals,5.0,6.0
10125438,The early fig grows under the leaf.,C1,plants,5.0,7.0
2610853,I like soups with lots of vegetables.,C1,food,5.0,7.0
12879839,We partnered with other bakeries.,C1,"food,work",5.0,7.0
10703263,My patience is exhausted.,C1,emotions,5.0,6.0
11159206,You need to put a stamp on the envelope.,C1,work,5.0,8.0
8808817,Mum is stirring the soup with a wooden spoon.,C1,food,5.0,8.0
13356024,She blocked a bunch of spam bots on Twitter.,C1,work,5.0,7.0
10726394,The backpack is being weighed down by the physics books.,C1,school,5.0,7.0
7407065,They brushed the snow off their coats.,C1,weather,5.0,7.0
11031368,Some complications have arisen.,C1,health,5.0,6.0
3378240,You eat potato chips.,C1,food,4.0,7.0
7394859,He lied about how much he weighed.,C1,negation,4.0,6.0
12862456,The flower emitted a foul odor.,C1,plants,4.0,5.0
9237784,Yanni glanced around the cafe like he was looking for someone.,C1,free time,4.0,8.0
2163119,Airplanes land at airports.,C1,travel,4.0,8.0
11590131,Matthew and his son spent the night in a tent in the backyard as part of their camping practice.,C1,free time,4.0,7.0
297802,He gave me a blank stare.,C1,emotions,4.0,6.0
7209275,Sami slept on the pull-out couch.,C1,free time,4.0,7.0
7386172,She sorted her laundry.,C1,"work,hobbies",4.0,7.0
11639512,Leon fiercely banged on the door.,C1,emotions,4.0,6.0
10027133,The sailors are swabbing the deck.,C1,work,4.0,7.0
698871,This fact proves her innocence.,C1,work,4.0,6.0
10749417,The lanterns hung on the temple roof's edges.,C1,plants,4.0,7.0
10021584,The altar was covered with a luxurious fabric.,C1,food,4.0,7.0
6100193,"Believing everything is weakness, and believing nothing is foolishness.",C1,negation,4.0,6.0
6474568,Sami was upstairs praying.,C1,free time,4.0,6.0
52278,I readily grasped at his proposal.,C1,work,4.0,7.0
11138046,The most logical place to keep your spare tyre is in the boot of your car.,C1,"work,travel",4.0,6.0
5663631,Can virtue exist without sin?,C1,emotions,4.0,5.0
10102068,The gentleman enters the mansion through the door.,C1,free time,3.0,7.0
11542202,A rumour circulated around the city.,C1,free time,3.0,6.0
12084189,Dry the trousers on the radiator.,C1,free time,3.0,7.0
10630639,I got under the sheets smiling and happy.,C1,emotions,3.0,7.0
324922,The dancers were beautifully got up.,C1,free time,3.0,6.0
11586410,I'm going to prescribe some antibiotics.,C1,work,3.0,6.0
2280414,The candle smells nice.,C1,plants,3.0,7.0
8920725,"I love big, fluffy towels.",C1,free time,3.0,7.0
1124681,The image projected onto the retina is inverted.,C1,"movies,work",3.0,7.0
9258009,Yanni shone his flashlight all around the tent.,C1,free time,3.0,7.0
11165205,"There were no galaxies or even stars, only diffuse gas.",C1,movies,2.0,7.0
8546904,Giraffes prefer the dense woodlands of the savanna.,C2,"animals,plants,nature",8.0,8.0
11764967,"The renowned Russian circus tradition combines acrobatics, daring performances, and a unique blend of humor, showcasing extraordinary talent and entertainment.",C2,"hobbies,music,movies",8.0,7.0
3137861,A large asteroid was responsible for the extinction of the dinosaurs.,C2,"animals,science",7.0,6.0
6213341,"Here and there were lofty vines, thickly laden with clusters and climbing up the pear and apple trees, whose own fruit ripened beside the black grapes.",C2,"plants,food",7.0,4.0
11590258,"Matthew threw pine cones into the campfire, which crackled and popped.",C2,"free time,home,food",7.0,8.0
13329109,Each spike on the barley plant contained dozens of tiny grains ready for harvest.,C2,"plants,food,school",7.0,6.0
2881978,Mary made a cute snowman out of styrofoam balls and an old sock.,C2,"food,hobbies",6.0,7.0
5396383,"The eagle is a raptor, like the falcon and vulture.",C2,animals,6.0,6.0
9192950,He took the hot dog out of its package and put a small frying pan onto the stove's gas burner.,C2,"food,home",6.0,8.0
3975128,"He continued to walk past currants, gooseberries, fruit trees and hedges.",C2,plants,5.0,7.0
11880061,I craved a sesame seed bun.,C2,food,5.0,6.0
11879310,They admired the cake's intricate lace design.,C2,"food,movies",5.0,7.0
11842844,"If you care about people and not about countries or political alliances, the Ukraine situation becomes much clearer, with a clear aggressor.",C2,"emotions,politics",3.0,6.0
12122297,The twinkling lights and festive decorations create a magical ambiance that I adore during Christmas.,C2,,0.0,7.0
8713591,"In this picture, NASA astronaut Chris Cassidy holds a Parmigiana di Melanzane meal packet given to him by European Space Agency (ESA) astronaut Luca Parmitano.",C2,,0.0,5.0
12732889,A wart is a generally benign and slightly contagious infection.,C2,,0.0,5.0
10599191,"Time slows down at high speed, and space bends in the presence of gravitational fields.",C2,,0.0,8.0
10324495,"A trillion kilometres is easy to say, but it's a distance that's barely imaginable. Even light takes 100,000 years to cover it.",C2,,0.0,5.0
8832476,"In the quaint gazebo in the rose garden, Henry wept all afternoon.",C2,,0.0,6.0
10652987,The airy castle looked like a feudal fortress.,C2,,0.0,6.0
12117515,Clean up spills inside the oven as soon as they happen to avoid stubborn stains.,C2,,0.0,6.0
9780553,"The female ladybug lays eggs on the leaves of plants, which molt to nymphs and then to adults.",C2,,0.0,8.0
