id;text;topics;difficulty;usefulness;flags;tokens;word_frequencies;zipf_frequencies;word_ranks;zipf_avg;max_word_rank;avg_word_rank;word_count;overall_difficulty
11754396;The ant ingested the poison.;"[""biology"", ""poison""]";2.5;4.5;"[""violent"", ""weird""]";"[""the"", ""ant"", ""ingested"", ""the"", ""poison""]";[0.0537, 7.24e-06, 1.29e-06, 0.0537, 1.2e-05];[7.73, 3.86, 3.11, 7.73, 4.08];[1, 8754, 10000, 1, 6282];5.302;10000;5007.6;5;5.052
9262919;He pulled off his underwear.;"[""actions"", ""clothing""]";1.5;2.0;"[""inappropriate""]";"[""he"", ""pulled"", ""off"", ""his"", ""underwear""]";[0.0049, 4.68e-05, 0.000851, 0.00324, 9.12e-06];[6.69, 4.67, 5.93, 6.51, 3.96];[22, 2172, 124, 34, 7632];5.552;7632;1996.8;5;5.052
10259264;I tried to listen to the latest episode of that fintech podcast, but the audio quality was so bad that I couldn't get past the first five minutes.;"[""media"", ""technology"", ""podcasts"", ""audio"", ""frustration""]";4.0;6.0;"[""offensive""]";"[""i"", ""tried"", ""to"", ""listen"", ""to"", ""the"", ""latest"", ""episode"", ""of"", ""that"", ""fintech"", ""podcast"", ""but"", ""the"", ""audio"", ""quality"", ""was"", ""so"", ""bad"", ""that"", ""i"", ""couldn't"", ""get"", ""past"", ""the"", ""first"", ""five"", ""minutes""]";[0.0123, 0.000145, 0.0269, 0.000115, 0.0269, 0.0537, 8.32e-05, 9.33e-05, 0.0251, 0.0102, 7.24e-07, 1.41e-05, 0.00427, 0.0537, 2.95e-05, 0.000129, 0.00661, 0.00331, 0.000339, 0.0102, 0.0123, 0.000123, 0.00191, 0.000229, 0.0537, 0.00129, 0.000282, 0.000204];[7.09, 5.16, 7.43, 5.06, 7.43, 7.73, 4.92, 4.97, 7.4, 7.01, 2.86, 4.15, 6.63, 7.73, 4.47, 5.11, 6.82, 6.52, 5.53, 7.01, 7.09, 5.09, 6.28, 5.36, 7.73, 6.11, 5.45, 5.31];[7, 724, 2, 929, 2, 1, 1275, 1138, 4, 10, 10000, 5615, 25, 1, 3147, 816, 16, 33, 270, 10, 7, 844, 61, 437, 1, 81, 336, 492];6.051785714285715;10000;938.7142857142857;28;5.051785714285715
2841175;Nevertheless, I believe that these claims are not justified.;"[""opinions"", ""claims"", ""justification""]";4.0;6.5;"[""political"", ""offensive""]";"[""nevertheless"", ""i"", ""believe"", ""that"", ""these"", ""claims"", ""are"", ""not"", ""justified""]";[1.78e-05, 0.0123, 0.000324, 0.0102, 0.0011, 7.24e-05, 0.0055, 0.0049, 1.05e-05];[4.25, 7.09, 5.51, 7.01, 6.04, 4.86, 6.74, 6.69, 4.02];[4692, 7, 286, 10, 94, 1447, 19, 23, 6928];5.80111111111111;6928;1500.6666666666667;9;5.05111111111111
10610482;Dear, there is more to life than being obligated to form a family and raise children.;"[""life choices"", ""family"", ""society""]";4.5;7.0;"[""political"", ""sexist""]";"[""dear"", ""there"", ""is"", ""more"", ""to"", ""life"", ""than"", ""being"", ""obligated"", ""to"", ""form"", ""a"", ""family"", ""and"", ""raise"", ""children""]";[5.89e-05, 0.00204, 0.0117, 0.00229, 0.0269, 0.000776, 0.00135, 0.000891, 3.16e-06, 0.0269, 0.000204, 0.0229, 0.000457, 0.0257, 5.62e-05, 0.000295];[4.77, 6.31, 7.07, 6.36, 7.43, 5.89, 6.13, 5.95, 3.5, 7.43, 5.31, 7.36, 5.66, 7.41, 4.75, 5.47];[1753, 57, 8, 49, 2, 134, 77, 119, 10000, 2, 489, 5, 205, 3, 1836, 318];6.05;10000;941.0625;16;5.05
11795147;He said the general took pledges.;"[""actions"", ""authority"", ""loyalty""]";3.0;4.5;"[""political""]";"[""he"", ""said"", ""the"", ""general"", ""took"", ""pledges""]";[0.0049, 0.00102, 0.0537, 0.000295, 0.000324, 2.45e-06];[6.69, 6.01, 7.73, 5.47, 5.51, 3.39];[22, 100, 1, 320, 292, 10000];5.8;10000;1789.1666666666667;6;5.05
803014;He wanted even more territory.;"[""ambition"", ""politics"", ""geography""]";2.5;3.5;"[""political""]";"[""he"", ""wanted"", ""even"", ""more"", ""territory""]";[0.0049, 0.000229, 0.000977, 0.00229, 3.98e-05];[6.69, 5.36, 5.99, 6.36, 4.6];[22, 439, 108, 49, 2505];5.8;2505;624.6;5;5.05
10291510;A genie came out of the bottle.;"[""conflict"", ""military""]";2.5;3.0;"[""violent"", ""political"", ""overly negative""]";"[""a"", ""genie"", ""came"", ""out"", ""of"", ""the"", ""bottle""]";[0.0229, 2.57e-06, 0.000316, 0.0024, 0.0251, 0.0537, 3.72e-05];[7.36, 3.41, 5.5, 6.38, 7.4, 7.73, 4.57];[5, 10000, 294, 45, 4, 1, 2613];6.05;10000;1851.7142857142858;7;5.05
6388597;He’s always egging me on to drive faster.;"[""actions"", ""provocation"", ""driving""]";3.0;5.0;"[""violent"", ""offensive""]";"[""he\u2019s"", ""always"", ""egging"", ""me"", ""on"", ""to"", ""drive"", ""faster""]";[0.000398, 0.000575, 2.82e-07, 0.00302, 0.00813, 0.0269, 0.000135, 4.37e-05];[5.6, 5.76, 2.45, 6.48, 6.91, 7.43, 5.13, 4.64];[10000, 167, 10000, 36, 13, 2, 764, 2295];5.55;10000;2909.625;8;5.05
6873365;I can't help thinking that my son is still alive.;"[""emotions"", ""family"", ""loss""]";3.0;4.0;"[""triggering""]";"[""i"", ""can't"", ""help"", ""thinking"", ""that"", ""my"", ""son"", ""is"", ""still"", ""alive""]";[0.0123, 0.000631, 0.000562, 0.000174, 0.0102, 0.00372, 0.000191, 0.0117, 0.000832, 5.75e-05];[7.09, 5.8, 5.75, 5.24, 7.01, 6.57, 5.28, 7.07, 5.92, 4.76];[7, 154, 171, 579, 10, 27, 534, 8, 127, 1780];6.049;1780;339.7;10;5.049
8409248;Girls love Salas.;"[""people"", ""preferences""]";1.0;3.0;"[""political"", ""sexist""]";"[""girls"", ""love"", ""salas""]";[0.000148, 0.000661, 4.47e-07];[5.17, 5.82, 2.65];[691, 147, 10000];4.546666666666667;10000;3612.6666666666665;3;5.046666666666667
8832136;Australia is a landlocked country.;"[""geography"", ""politics""]";2.0;3.0;"[""political"", ""nonsensical""]";"[""australia"", ""is"", ""a"", ""landlocked"", ""country""]";[0.000115, 0.0117, 0.0229, 5.75e-07, 0.000302];[5.06, 7.07, 7.36, 2.76, 5.48];[922, 8, 5, 10000, 313];5.546;10000;2249.6;5;5.046
7204936;I didn't hear anyone screaming.;"[""sounds"", ""hearing"", ""absence"", ""distress""]";3.0;5.0;"[""violent"", ""triggering""]";"[""i"", ""didn't"", ""hear"", ""anyone"", ""screaming""]";[0.0123, 0.000479, 0.00017, 0.00024, 2.24e-05];[7.09, 5.68, 5.23, 5.38, 4.35];[7, 195, 588, 411, 3980];5.545999999999999;3980;1036.2;5;5.045999999999999
8964099;Can I, my love, give you little kisses even in my dreams?;"[""affection"", ""dreams"", ""love""]";3.0;4.0;"[""inappropriate""]";"[""can"", ""i"", ""my"", ""love"", ""give"", ""you"", ""little"", ""kisses"", ""even"", ""in"", ""my"", ""dreams""]";[0.00288, 0.0123, 0.00372, 0.000661, 0.000513, 0.00955, 0.000562, 5.5e-06, 0.000977, 0.0186, 0.00372, 3.89e-05];[6.46, 7.09, 6.57, 5.82, 5.71, 6.98, 5.75, 3.74, 5.99, 7.27, 6.57, 4.59];[39, 7, 27, 147, 185, 11, 173, 10000, 108, 6, 27, 2532];6.045000000000002;10000;1105.1666666666667;12;5.045000000000002
531245;We'll get them to talk no matter what it takes.;"[""coercion"", ""interrogation"", ""actions""]";2.5;3.0;"[""violent"", ""offensive"", ""overly negative""]";"[""we'll"", ""get"", ""them"", ""to"", ""talk"", ""no"", ""matter"", ""what"", ""it"", ""takes""]";[7.76e-05, 0.00191, 0.00155, 0.0269, 0.000263, 0.00224, 0.00024, 0.0024, 0.00891, 0.000151];[4.89, 6.28, 6.19, 7.43, 5.42, 6.35, 5.38, 6.38, 6.95, 5.18];[1379, 61, 71, 2, 368, 51, 415, 46, 12, 683];6.045000000000001;1379;308.8;10;5.045000000000001
8904585;Public debt had more than doubled between 2008 and 2015.;"[""economics"", ""finance"", ""history""]";3.5;6.0;"[""political""]";"[""public"", ""debt"", ""had"", ""more"", ""than"", ""doubled"", ""between"", ""2008"", ""and"", ""2015""]";[0.000372, 4.9e-05, 0.00214, 0.00229, 0.00135, 7.76e-06, 0.000589, 4.18e-05, 0.0257, 4.78e-05];[5.57, 4.69, 6.33, 6.36, 6.13, 3.89, 5.77, 4.62, 7.41, 4.68];[243, 2069, 54, 49, 77, 8413, 166, 10000, 3, 10000];5.545;10000;3107.4;10;5.045
12666183;In the year 2012, Esperanto will turn 125 years old.;"[""language"", ""history"", ""time""]";3.5;6.0;"[""political""]";"[""in"", ""the"", ""year"", ""2012"", ""esperanto"", ""will"", ""turn"", ""125"", ""years"", ""old""]";[0.0186, 0.0537, 0.000912, 4.51e-05, 4.17e-07, 0.00282, 0.000209, 5.46e-06, 0.000912, 0.000562];[7.27, 7.73, 5.96, 4.65, 2.62, 6.45, 5.32, 3.74, 5.96, 5.75];[6, 1, 117, 10000, 10000, 40, 484, 10000, 118, 174];5.545;10000;3094.0;10;5.045
1142191;Man can be subdued through fear.;"[""human nature"", ""control"", ""fear""]";3.0;5.0;"[""offensive"", ""overly negative"", ""political""]";"[""man"", ""can"", ""be"", ""subdued"", ""through"", ""fear""]";[0.000661, 0.00288, 0.00617, 2.34e-06, 0.000741, 8.91e-05];[5.82, 6.46, 6.79, 3.37, 5.87, 4.95];[148, 39, 17, 10000, 139, 1184];5.543333333333334;10000;1921.1666666666667;6;5.043333333333334
10816639;We sued them.;"[""legal"", ""conflict""]";2.0;3.0;"[""political""]";"[""we"", ""sued"", ""them""]";[0.00347, 7.94e-06, 0.00155];[6.54, 3.9, 6.19];[29, 8360, 71];5.543333333333333;8360;2820.0;3;5.043333333333333
9811815;I think that girls spend more time talking about boys than boys spend talking about girls.;"[""gender stereotypes"", ""communication"", ""social behavior""]";3.0;4.5;"[""sexist"", ""political""]";"[""i"", ""think"", ""that"", ""girls"", ""spend"", ""more"", ""time"", ""talking"", ""about"", ""boys"", ""than"", ""boys"", ""spend"", ""talking"", ""about"", ""girls""]";[0.0123, 0.0012, 0.0102, 0.000148, 9.33e-05, 0.00229, 0.00195, 0.000195, 0.00251, 0.000107, 0.00135, 0.000107, 9.33e-05, 0.000195, 0.00251, 0.000148];[7.09, 6.08, 7.01, 5.17, 4.97, 6.36, 6.29, 5.29, 6.4, 5.03, 6.13, 5.03, 4.97, 5.29, 6.4, 5.17];[7, 89, 10, 691, 1152, 49, 60, 520, 43, 986, 77, 986, 1152, 520, 43, 691];5.7925;1152;442.25;16;5.0425
10671606;It's funny how girls run from boys that try to make them happy, and fight for those that make them cry.;"[""relationships"", ""emotions"", ""gender stereotypes""]";2.5;3.0;"[""sexist"", ""offensive"", ""overly negative""]";"[""it's"", ""funny"", ""how"", ""girls"", ""run"", ""from"", ""boys"", ""that"", ""try"", ""to"", ""make"", ""them"", ""happy"", ""and"", ""fight"", ""for"", ""those"", ""that"", ""make"", ""them"", ""cry""]";[0.00214, 0.000105, 0.00174, 0.000148, 0.000309, 0.00427, 0.000107, 0.0102, 0.000316, 0.0269, 0.0012, 0.00155, 0.000224, 0.0257, 0.00017, 0.0102, 0.000794, 0.0102, 0.0012, 0.00155, 3.89e-05];[6.33, 5.02, 6.24, 5.17, 5.49, 6.63, 5.03, 7.01, 5.5, 7.43, 6.08, 6.19, 5.35, 7.41, 5.23, 7.01, 5.9, 7.01, 6.08, 6.19, 4.59];[55, 1019, 67, 691, 309, 26, 986, 10, 299, 2, 87, 71, 443, 3, 585, 9, 133, 10, 87, 71, 2525];6.042380952380953;2525;356.57142857142856;21;5.042380952380953
329471;"I'm told ""idiot"" is a bad word, but where I grew up it doesn't really feel that bad.";"[""language"", ""insults"", ""cultural differences"", ""social norms""]";3.0;4.0;"[""offensive"", ""political""]";"[""i'm"", ""told"", ""idiot"", ""is"", ""a"", ""bad"", ""word"", ""but"", ""where"", ""i"", ""grew"", ""up"", ""it"", ""doesn't"", ""really"", ""feel"", ""that"", ""bad""]";[0.00141, 0.000347, 2.45e-05, 0.0117, 0.0229, 0.000339, 0.000182, 0.00427, 0.001, 0.0123, 4.9e-05, 0.00245, 0.00891, 0.000339, 0.000933, 0.000468, 0.0102, 0.000339];[6.15, 5.54, 4.39, 7.07, 7.36, 5.53, 5.26, 6.63, 6.0, 7.09, 4.69, 6.39, 6.95, 5.53, 5.97, 5.67, 7.01, 5.53];[74, 268, 3697, 8, 5, 270, 555, 25, 107, 7, 2072, 44, 12, 271, 113, 201, 10, 270];6.042222222222223;3697;444.94444444444446;18;5.042222222222223
8264461;I sincerely hope that you're vegan.;"[""diet"", ""lifestyle"", ""preferences""]";2.5;4.0;"[""weird""]";"[""i"", ""sincerely"", ""hope"", ""that"", ""you're"", ""vegan""]";[0.0123, 7.76e-06, 0.000275, 0.0102, 0.000741, 8.91e-06];[7.09, 3.89, 5.44, 7.01, 5.87, 3.95];[7, 8486, 346, 10, 140, 7759];5.541666666666667;8486;2791.3333333333335;6;5.041666666666667
1213496;I am the seven billionth baby!;"[""identity"", ""population""]";2.0;3.0;"[""weird""]";"[""i"", ""am"", ""the"", ""seven"", ""billionth"", ""baby""]";[0.0123, 0.000603, 0.0537, 0.00012, 2.04e-07, 0.000182];[7.09, 5.78, 7.73, 5.08, 2.31, 5.26];[7, 160, 1, 884, 10000, 547];5.541666666666667;10000;1933.1666666666667;6;5.041666666666667
315764;She is only too pleased to be advised by men.;"[""gender roles"", ""advice""]";2.5;3.0;"[""sexist"", ""political""]";"[""she"", ""is"", ""only"", ""too"", ""pleased"", ""to"", ""be"", ""advised"", ""by"", ""men""]";[0.00182, 0.0117, 0.00132, 0.000891, 2.75e-05, 0.0269, 0.00617, 1.51e-05, 0.00457, 0.000324];[6.26, 7.07, 6.12, 5.95, 4.44, 7.43, 6.79, 4.18, 6.66, 5.51];[64, 8, 79, 121, 3384, 2, 17, 5288, 24, 289];6.040999999999999;5288;927.6;10;5.040999999999999
13246423;Freedom is the right to tell others what they don't want to hear.;"[""philosophy"", ""freedom"", ""communication""]";3.5;4.5;"[""political"", ""offensive""]";"[""freedom"", ""is"", ""the"", ""right"", ""to"", ""tell"", ""others"", ""what"", ""they"", ""don't"", ""want"", ""to"", ""hear""]";[7.24e-05, 0.0117, 0.0537, 0.000912, 0.0269, 0.000339, 0.000263, 0.0024, 0.00316, 0.00158, 0.0011, 0.0269, 0.00017];[4.86, 7.07, 7.73, 5.96, 7.43, 5.53, 5.42, 6.38, 6.5, 6.2, 6.04, 7.43, 5.23];[1454, 8, 1, 115, 2, 277, 366, 46, 35, 68, 96, 2, 588];6.290769230769232;1454;235.23076923076923;13;5.040769230769232
316346;She was deeply offended by his remarks.;"[""emotions"", ""social interaction""]";3.0;5.0;"[""offensive"", ""overly negative""]";"[""she"", ""was"", ""deeply"", ""offended"", ""by"", ""his"", ""remarks""]";[0.00182, 0.00661, 2.75e-05, 8.51e-06, 0.00457, 0.00324, 1.45e-05];[6.26, 6.82, 4.44, 3.93, 6.66, 6.51, 4.16];[64, 16, 3358, 7951, 24, 34, 5540];5.54;7951;2426.714285714286;7;5.04
8488055;If he were still of this world, his offspring would be prosperous.;"[""death"", ""family"", ""future""]";3.0;4.0;"[""triggering"", ""violent"", ""overly negative""]";"[""if"", ""he"", ""were"", ""still"", ""of"", ""this"", ""world"", ""his"", ""offspring"", ""would"", ""be"", ""prosperous""]";[0.00295, 0.0049, 0.00219, 0.000832, 0.0251, 0.00661, 0.000776, 0.00324, 5.89e-06, 0.00186, 0.00617, 3.98e-06];[6.47, 6.69, 6.34, 5.92, 7.4, 6.82, 5.89, 6.51, 3.77, 6.27, 6.79, 3.6];[37, 22, 52, 127, 4, 15, 136, 34, 10000, 63, 17, 10000];6.039166666666667;10000;1708.9166666666667;12;5.039166666666667
295942;He did his duty at the cost of his health.;"[""duty"", ""sacrifice"", ""health""]";3.5;4.5;"[""overly negative"", ""triggering""]";"[""he"", ""did"", ""his"", ""duty"", ""at"", ""the"", ""cost"", ""of"", ""his"", ""health""]";[0.0049, 0.000912, 0.00324, 5.13e-05, 0.00501, 0.0537, 0.000174, 0.0251, 0.00324, 0.000275];[6.69, 5.96, 6.51, 4.71, 6.7, 7.73, 5.24, 7.4, 6.51, 5.44];[22, 114, 34, 1994, 21, 1, 568, 4, 34, 345];6.289;1994;313.7;10;5.039
4668798;By this age, society tells you to have ten children.;"[""societal expectations"", ""family"", ""life stages""]";3.0;4.0;"[""political"", ""overly negative""]";"[""by"", ""this"", ""age"", ""society"", ""tells"", ""you"", ""to"", ""have"", ""ten"", ""children""]";[0.00457, 0.00661, 0.000209, 0.000148, 6.03e-05, 0.00955, 0.0269, 0.00513, 0.000112, 0.000295];[6.66, 6.82, 5.32, 5.17, 4.78, 6.98, 7.43, 6.71, 5.05, 5.47];[24, 15, 475, 700, 1740, 11, 2, 20, 959, 318];6.039;1740;426.4;10;5.039
238365;The police threatened to send her to jail.;"[""legal"", ""threats"", ""actions""]";2.5;3.0;"[""violent"", ""offensive""]";"[""the"", ""police"", ""threatened"", ""to"", ""send"", ""her"", ""to"", ""jail""]";[0.0537, 0.000214, 2.29e-05, 0.0269, 0.000129, 0.002, 0.0269, 4.17e-05];[7.73, 5.33, 4.36, 7.43, 5.11, 6.3, 7.43, 4.62];[1, 471, 3913, 2, 817, 58, 2, 2392];6.038749999999999;3913;957.0;8;5.038749999999999
10677655;English ivy is one of the biggest nuisance plants we have in the area.;"[""plants"", ""environment"", ""nuisance""]";3.0;4.0;"[""overly negative""]";"[""english"", ""ivy"", ""is"", ""one"", ""of"", ""the"", ""biggest"", ""nuisance"", ""plants"", ""we"", ""have"", ""in"", ""the"", ""area""]";[0.000155, 6.76e-06, 0.0117, 0.00295, 0.0251, 0.0537, 8.51e-05, 3.16e-06, 5.13e-05, 0.00347, 0.00513, 0.0186, 0.0537, 0.000288];[5.19, 3.83, 7.07, 6.47, 7.4, 7.73, 4.93, 3.5, 4.71, 6.54, 6.71, 7.27, 7.73, 5.46];[653, 9199, 8, 38, 4, 1, 1243, 10000, 2007, 29, 20, 6, 1, 325];6.038571428571428;10000;1681.0;14;5.038571428571428
243948;The Supreme Court overturned a previous decision.;"[""law"", ""government""]";3.0;5.0;"[""political""]";"[""the"", ""supreme"", ""court"", ""overturned"", ""a"", ""previous"", ""decision""]";[0.0537, 4.9e-05, 0.000257, 3.09e-06, 0.0229, 0.0001, 0.000123];[7.73, 4.69, 5.41, 3.49, 7.36, 5.0, 5.09];[1, 2090, 370, 10000, 5, 1093, 847];5.538571428571428;10000;2058.0;7;5.038571428571428
8859354;The government don't make fast decisions, they make the right decisions.;"[""government"", ""decision making"", ""politics""]";3.0;4.0;"[""political""]";"[""the"", ""government"", ""don't"", ""make"", ""fast"", ""decisions"", ""they"", ""make"", ""the"", ""right"", ""decisions""]";[0.0537, 0.000372, 0.00158, 0.0012, 0.000135, 5.25e-05, 0.00316, 0.0012, 0.0537, 0.000912, 5.25e-05];[7.73, 5.57, 6.2, 6.08, 5.13, 4.72, 6.5, 6.08, 7.73, 5.96, 4.72];[1, 240, 68, 87, 767, 1933, 35, 87, 1, 115, 1933];6.038181818181818;1933;478.8181818181818;11;5.038181818181818
9681862;Everyone wants you to die.;"[""emotions"", ""death"", ""social interaction""]";2.0;2.0;"[""violent"", ""overly negative"", ""triggering""]";"[""everyone"", ""wants"", ""you"", ""to"", ""die""]";[0.000295, 0.000174, 0.00955, 0.0269, 0.000117];[5.47, 5.24, 6.98, 7.43, 5.07];[319, 581, 11, 2, 902];6.038;902;363.0;5;5.038
6331291;Sami was chronically unemployed.;"[""work"", ""employment"", ""status""]";2.0;5.5;"[""overly negative""]";"[""sami"", ""was"", ""chronically"", ""unemployed""]";[2.19e-06, 0.00661, 1.23e-06, 7.94e-06];[3.34, 6.82, 3.09, 3.9];[10000, 16, 10000, 8372];4.2875;10000;7097.0;4;5.0375
281356;Some Japanese college students, as is often the case with them, don't study very much.;"[""culture"", ""education"", ""stereotypes""]";3.0;4.0;"[""sexist"", ""offensive"", ""political""]";"[""some"", ""japanese"", ""college"", ""students"", ""as"", ""is"", ""often"", ""the"", ""case"", ""with"", ""them"", ""don't"", ""study"", ""very"", ""much""]";[0.00158, 6.46e-05, 0.000186, 0.000178, 0.00589, 0.0117, 0.000257, 0.0537, 0.000355, 0.00708, 0.00155, 0.00158, 0.000182, 0.001, 0.001];[6.2, 4.81, 5.27, 5.25, 6.77, 7.07, 5.41, 7.73, 5.55, 6.85, 6.19, 6.2, 5.26, 6.0, 6.0];[69, 1639, 538, 565, 18, 8, 379, 1, 255, 14, 71, 68, 554, 106, 105];6.0373333333333346;1639;292.6666666666667;15;5.0373333333333346
12022447;I never thought bees would build a hive in a place like that.;"[""nature"", ""insects"", ""surprise""]";3.5;5.0;"[""weird""]";"[""i"", ""never"", ""thought"", ""bees"", ""would"", ""build"", ""a"", ""hive"", ""in"", ""a"", ""place"", ""like"", ""that""]";[0.0123, 0.000813, 0.000389, 9.12e-06, 0.00186, 0.00011, 0.0229, 3.16e-06, 0.0186, 0.0229, 0.000513, 0.00257, 0.0102];[7.09, 5.91, 5.59, 3.96, 6.27, 5.04, 7.36, 3.5, 7.27, 7.36, 5.71, 6.41, 7.01];[7, 132, 235, 7529, 63, 963, 5, 10000, 6, 5, 187, 42, 10];6.036923076923076;10000;1475.6923076923076;13;5.036923076923076
315488;She cannot distinguish right from wrong.;"[""morality"", ""judgment"", ""inability""]";3.0;5.0;"[""offensive"", ""overly negative""]";"[""she"", ""cannot"", ""distinguish"", ""right"", ""from"", ""wrong""]";[0.00182, 0.000129, 7.41e-06, 0.000912, 0.00427, 0.000245];[6.26, 5.11, 3.87, 5.96, 6.63, 5.39];[64, 802, 8657, 115, 26, 409];5.536666666666666;8657;1678.8333333333333;6;5.036666666666666
10798937;The following scene contains language of explicit nature.;"[""content warning"", ""media""]";1.0;1.0;"[""inappropriate"", ""audio-incompatible""]";"[""the"", ""following"", ""scene"", ""contains"", ""language"", ""of"", ""explicit"", ""nature""]";[0.0537, 0.000288, 9.33e-05, 4.79e-05, 0.000126, 0.0251, 9.12e-06, 9.55e-05];[7.73, 5.46, 4.97, 4.68, 5.1, 7.4, 3.96, 4.98];[1, 328, 1149, 2105, 831, 4, 7560, 1125];5.535;7560;1637.875;8;5.035
1164667;To tell the truth, things at home haven't been going too well...we're thinking of getting a divorce.;"[""personal life"", ""relationships"", ""legal issues""]";3.0;4.0;"[""triggering"", ""overly negative""]";"[""to"", ""tell"", ""the"", ""truth"", ""things"", ""at"", ""home"", ""haven't"", ""been"", ""going"", ""too"", ""well"", ""we're"", ""thinking"", ""of"", ""getting"", ""a"", ""divorce""]";[0.0269, 0.000339, 0.0537, 0.000112, 0.00055, 0.00501, 0.000646, 0.000129, 0.00186, 0.000871, 0.000891, 0.00107, 0.000251, 0.000174, 0.0251, 0.000372, 0.0229, 2.29e-05];[7.43, 5.53, 7.73, 5.05, 5.74, 6.7, 5.81, 5.11, 6.27, 5.94, 5.95, 6.03, 5.4, 5.24, 7.4, 5.57, 7.36, 4.36];[2, 277, 1, 960, 179, 21, 149, 808, 62, 122, 121, 99, 394, 579, 4, 238, 5, 3874];6.0344444444444445;3874;438.6111111111111;18;5.0344444444444445
7522974;Neither of my parents is still living.;"[""family"", ""death"", ""loss""]";3.0;4.0;"[""triggering"", ""overly negative""]";"[""neither"", ""of"", ""my"", ""parents"", ""is"", ""still"", ""living""]";[5.89e-05, 0.0251, 0.00372, 0.000162, 0.0117, 0.000832, 0.0002];[4.77, 7.4, 6.57, 5.21, 7.07, 5.92, 5.3];[1767, 4, 27, 622, 8, 127, 503];6.034285714285715;1767;436.85714285714283;7;5.034285714285715
7706654;Who cares when that happens, as long as it happens?;"[""philosophy"", ""attitude""]";3.0;4.0;"[""offensive""]";"[""who"", ""cares"", ""when"", ""that"", ""happens"", ""as"", ""long"", ""as"", ""it"", ""happens""]";[0.00219, 2.51e-05, 0.00234, 0.0102, 9.12e-05, 0.00589, 0.000646, 0.00589, 0.00891, 9.12e-05];[6.34, 4.4, 6.37, 7.01, 4.96, 6.77, 5.81, 6.77, 6.95, 4.96];[53, 3606, 48, 10, 1169, 18, 150, 18, 12, 1169];6.034;3606;625.3;10;5.034
735370;A trebuchet is a siege weapon similar to a catapult.;"[""history"", ""weapons"", ""technology""]";3.0;5.0;"[""violent"", ""very rare words""]";"[""a"", ""trebuchet"", ""is"", ""a"", ""siege"", ""weapon"", ""similar"", ""to"", ""a"", ""catapult""]";[0.0229, 1.17e-07, 0.0117, 0.0229, 8.51e-06, 3.47e-05, 0.000162, 0.0269, 0.0229, 1.02e-06];[7.36, 2.07, 7.07, 7.36, 3.93, 4.54, 5.21, 7.43, 7.36, 3.01];[5, 10000, 8, 5, 7977, 2812, 626, 2, 5, 10000];5.534;10000;3144.0;10;5.034
752489;All people are born free and have the same rights and dignity. They are imbued with reason and conscience and should interact with each other in a spirit of brotherhood.;"[""human rights"", ""philosophy"", ""ethics""]";3.5;5.0;"[""political""]";"[""all"", ""people"", ""are"", ""born"", ""free"", ""and"", ""have"", ""the"", ""same"", ""rights"", ""and"", ""dignity"", ""they"", ""are"", ""imbued"", ""with"", ""reason"", ""and"", ""conscience"", ""and"", ""should"", ""interact"", ""with"", ""each"", ""other"", ""in"", ""a"", ""spirit"", ""of"", ""brotherhood""]";[0.00331, 0.00178, 0.0055, 0.000123, 0.000427, 0.0257, 0.00513, 0.0537, 0.000631, 0.000155, 0.0257, 1.05e-05, 0.00316, 0.0055, 8.13e-07, 0.00708, 0.000209, 0.0257, 9.12e-06, 0.0257, 0.000977, 1.12e-05, 0.00708, 0.00049, 0.00145, 0.0186, 0.0229, 6.17e-05, 0.0251, 7.08e-06];[6.52, 6.25, 6.74, 5.09, 5.63, 7.41, 6.71, 7.73, 5.8, 5.19, 7.41, 4.02, 6.5, 6.74, 2.91, 6.85, 5.32, 7.41, 3.96, 7.41, 5.99, 4.05, 6.85, 5.69, 6.16, 7.27, 7.36, 4.79, 7.4, 3.85];[32, 66, 19, 843, 211, 3, 20, 1, 155, 664, 3, 6892, 35, 19, 10000, 14, 479, 3, 7547, 3, 109, 6583, 14, 191, 73, 6, 5, 1704, 4, 8900];6.033666666666665;10000;1486.6;30;5.033666666666665
12435364;There's a shortage of affordable housing.;"[""social issues"", ""economics"", ""housing""]";2.5;4.0;"[""political""]";"[""there's"", ""a"", ""shortage"", ""of"", ""affordable"", ""housing""]";[0.000347, 0.0229, 8.13e-06, 0.0251, 1.66e-05, 5.89e-05];[5.54, 7.36, 3.91, 7.4, 4.22, 4.77];[267, 5, 8203, 4, 4912, 1759];5.533333333333334;8203;2525.0;6;5.033333333333334
11451976;Ziri was intimidated by that other side of Rima.;"[""feelings"", ""perception""]";2.5;5.0;"[""overly negative""]";"[""ziri"", ""was"", ""intimidated"", ""by"", ""that"", ""other"", ""side"", ""of"", ""rima""]";[0.0, 0.00661, 2.75e-06, 0.00457, 0.0102, 0.00145, 0.000316, 0.0251, 2.04e-07];[0.0, 6.82, 3.44, 6.66, 7.01, 6.16, 5.5, 7.4, 2.31];[10000, 16, 10000, 24, 10, 73, 297, 4, 10000];5.033333333333334;10000;3380.4444444444443;9;5.033333333333334
